numero,votos_nominais,situacao,nome,nome_urna,sexo,data_nasc,destino_voto,numero_partido
70699,2568,Eleito,RENATO MACHADO,RENATO MACHADO,M,29/02/1976,Válido,70
70333,38,Suplente,HELEN CRISTINA COUTO DA COSTA,HELEN CRISTINA,F,30/12/1978,Válido,70
70070,88,Suplente,RICARDO ANTÔNIO DE OLIVEIRA,RICARDO OLIVEIRA,M,13/11/1969,Válido,70
70777,19,Suplente,JOSE ROBERTO ARMINI,ROBERTO ARMANI,M,25/08/1964,Válido,70
70456,47,Suplente,PATRICIA GONÇALVES DA SILVA,PATRICIA DA SILVA,F,05/02/1979,Válido,70
70900,79,Suplente,CARLOS ROBERTO DOS SANTOS,PR. CARLOS,M,02/12/1961,Válido,70
70300,252,Suplente,JOÃO LUIZ ALVES,JOÃO DA SATÉLITE,M,27/08/1963,Válido,70
70200,16,Suplente,ADRIANA DE LOURDES FERREIRA MESQUITA,ADRIANA MESQUITA,F,26/07/1970,Válido,70
70222,43,Suplente,RUTHILÉA ATHAYDE RODRIGUES,RUTHILÉA,F,12/06/1977,Válido,70
70999,87,Suplente,EVALDO GONÇALVES,MC BAIXINHO,M,26/10/1980,Válido,70
70007,147,Suplente,ANTONIO HELDER TEIXEIRA,HELDER PARRECO,M,04/12/1969,Válido,70
70123,1390,Suplente,ANTARIO ALEXANDRE THEODORO NETO,ANTÁRIO NETO,M,27/10/1982,Válido,70
70800,59,Suplente,WALÉRIA INDIANARA BICALHO,WALÉRIA BICALHO,F,28/04/1985,Válido,70
70400,309,Suplente,REGINALDO DOS SANTOS,REGINALDO BOMBA,M,19/02/1977,Válido,70
70111,314,Suplente,MARIA DA PENHA CORREIA ANDRADE,PENHA DO SOPÃO,F,27/07/1963,Válido,70
70023,110,Suplente,DEBORA MEIRELLES DE SOUZA,DÉBORA DO SALÃO,F,09/01/1968,Válido,70
70100,889,Suplente,ANTONIO PABLO BARBOSA CABRAL,BIBINHO CABRAL,M,05/08/1981,Válido,70
70444,62,Suplente,SÔNIA ROSINDO DE JESUS,SONINHA DA ENFERMAGEM,F,23/07/1971,Válido,70
23000,898,Suplente,VANINHO JOSE LOPES,GORDINHO DA AREIA,M,14/04/1978,Válido,23
23456,841,Suplente,JULIO DA COSTA GOMES,JULIO GOMES,M,18/05/1971,Válido,23
23669,651,Suplente,JOSE ALVES DE SOUSA FILHO,MENANDO CABELO,M,12/10/1986,Válido,23
23655,1926,Eleito,AMAURO SERGIO INACIO DA SILVA,MAURO DURVAL,M,14/06/1976,Válido,23
23446,377,Suplente,VALDINEIO DELFINO LIMA,RUSSÃO,M,09/08/1975,Válido,23
23222,254,Suplente,MARCOS ANTÔNIO COSTA CARDOSO,MARQUINHO CARDOSO,M,10/05/1972,Válido,23
23333,72,Suplente,MARÍLIA JULIETA PORTO,MARILIA PORTO,F,30/01/1965,Válido,23
23300,335,Suplente,RENAN CRISTIANO RESENDE,RENAN SHUREK,M,01/09/1982,Válido,23
23023,257,Suplente,WANDERSON BARCELOS DE MIRANDA,WANDERSON BARCELOS,M,07/11/1983,Válido,23
23111,430,Suplente,JOSE ALEXANDRE FRAGA RIBEIRO,ALEXANDRE RIBEIRO,M,11/08/1978,Válido,23
23123,1491,Eleito,MARCELO GUERRA ZONTA,MARCELO ZONTA,M,20/07/1978,Válido,23
23444,251,Suplente,EDMAR FRANCISCO DE SOUZA,TIO PADRINHO,M,12/11/1971,Válido,23
23234,1266,Suplente,EDMILSON FRANCISCO DA COSTA,PASTOR EDMILSON,M,25/06/1970,Válido,23
23800,237,Suplente,ÂNGELA LÚCIA LOPES PINTO TRANCOSO,ANGELA DA SAUDE,F,07/09/1964,Válido,23
23999,1,Suplente,PAULA JULIANA PORTO,PAULA JULIANA,F,29/06/1985,Válido,23
23343,26,Suplente,CLAUDIA MARIA GOMES NASCIMENTO,CLAUDIA GOMES,F,29/09/1972,Válido,23
23100,57,Suplente,RAQUEL JOSE DE SANT ANNA ARAUJO,RAQUEKL SANTANA,F,27/03/1985,Válido,23
23555,1043,Suplente,RONIEL MONICO RAMOS DA SILVA,RONIEL DA PRAÇA CÉU,M,09/01/1987,Válido,23
23223,4,Suplente,LUCIANA PEREIRA DE MELO,LUCIANA MELO,F,23/03/1984,Válido,23
25001,46,Suplente,ADRIANA CALEZANI GONÇALVES,ADRIANA CALEZANI,F,22/09/1973,Válido,25
25888,294,Suplente,LUIZ FERNANDO FILOMENO PACHECO,LUIZINHO DA COMUNIDADE,M,07/02/1976,Válido,25
25300,40,Suplente,SUZETE SILVA FARIAS HACKBART CANDEIA,SUZETE HACKBART,F,27/10/1972,Válido,25
25777,304,Suplente,MARCELO PIRAJÁ DE ATHAYDE JUNIOR,MARCELO PIRAJÁ,M,26/09/1993,Válido,25
25015,112,Suplente,ADEVALDO DA SILVA MEDEIRO,ADEVALDO DA SILVA,M,26/07/1967,Válido,25
25444,834,Suplente,WANDERSON ROSA COUTINHO,WANDERSON COUTINHO,M,11/10/1988,Válido,25
25111,34,Suplente,SANDRA FERREIRA,SANDRA POLICIAL,F,15/07/1976,Válido,25
25200,80,Suplente,JOSE ANICETO MATIAS,DUDA,M,26/06/1959,Válido,25
25666,47,Suplente,CARMEM SILVA LOPES RIBEIRO,CARMEM DO KILÃO,F,24/07/1984,Válido,25
25500,562,Suplente,ACIR MENDONÇA PEREIRA,ACIR,M,28/01/1961,Válido,25
25342,26,Suplente,EDIMAR DA SILVA,EDIMAR DA SILVA,M,26/10/1966,Válido,25
25333,127,Suplente,BRUNO FRANCISCO PESSOA PEREIRA,BRUNO PAO DE QUEIJO,M,15/01/1987,Válido,25
25123,672,Suplente,JOSCELINO MIGUEL DA SILVA,JOCELINO DA AMBULÂNCIA,M,21/03/1955,Válido,25
25251,107,Suplente,JOÃO PAULO BARBOSA,JOÃO PAULO BARBOSA,M,27/05/1981,Válido,25
25025,2824,Eleito,KARLO AURÉLIO VIEIRA DO COUTO,LELO COUTO,M,15/09/1971,Válido,25
25190,437,Suplente,JHEFERSON JHON BAZON MENDES,SOLDADO BAZON,M,20/06/1990,Válido,25
25700,161,Suplente,LEANDRO LOYOLA GOMES,LIU LOYOLA,M,26/11/1983,Válido,25
25100,971,Suplente,MÁRIO ROGÉLIO BARCELOS,ROGERINHO,M,05/09/1965,Válido,25
25234,184,Suplente,ARILDO DELFINO,ARILDO DELFINO,M,03/12/1962,Válido,25
25433,348,Suplente,CECILIA FURLANETTO,CECILIA DO POVO,F,22/12/1963,Válido,25
25000,2711,Eleito,WESLEY MOREIRA SOUZA DA SILVA,LEI,M,22/09/1985,Válido,25
25099,16,Suplente,LOURDES BRAGANÇA,LOURDES BRAGANÇA,F,20/11/1964,Válido,25
25156,1068,Suplente,RAFAEL GUEDES DELARMELINA,RAFAEL DELARMELINA,M,12/04/1984,Válido,25
25678,24,Suplente,BILLIANY ROCON GUASTI,BILLIANY ROCON,F,12/04/1986,Válido,25
25456,84,Suplente,HUDSON MARCOS DA CONCEIÇÃO,HUDSON MARCOS,M,02/01/1979,Válido,25
25555,971,Suplente,JEAN CARLOS RAMOS DUARTE,JEAN DO TÁXI,M,21/02/1985,Válido,25
25222,1217,Suplente,OZETI DE LOURDES ARAUJO,ZETY ARAUJO,F,22/12/1974,Válido,25
25125,62,Suplente,GALDINO PEREIRA SANTOS NETTO,GALDINO DO POVO,M,16/01/1987,Válido,25
25345,73,Suplente,SABRINA TANCREDO NOGUEIRA,SABRINA TANCREDO,F,12/09/1977,Válido,25
11364,49,Suplente,JOSÉ FRANCISCO DA SILVA,FRANCISCO BOLINHO,M,24/05/1972,Válido,11
11222,123,Suplente,ADEMILDO RODRIGUES,ADEMILDO DEDE,M,24/02/1966,Válido,11
11800,473,Suplente,AMAIDE MOTTA,MOTTA,M,23/05/1974,Válido,11
11234,18,Suplente,MANOEL RAIMUNDO DA SILVA,MANOEL RAIMUNDO RAUL,M,16/04/1963,Válido,11
11345,35,Suplente,MARIA ILZA RIBEIRO BARCELLOS CODECO PEREIRA,ILZA CODECO,F,23/07/1962,Válido,11
11123,29,Suplente,ANDREA DO CARMO MEDEIROS,ANDREA,F,05/05/1980,Válido,11
11010,34,Suplente,ANDREIA DA CONCEIÇÃO FILOMENA,ANDREIA DA CONCEIÇÃO,F,16/02/1977,Válido,11
11000,88,Suplente,WELTON SILVA DE SOUZA,ELTINHO,M,26/06/1984,Válido,11
11200,130,Suplente,PAULO SERGIO DA SILVA,PAULINHO DA FEIRA,M,20/05/1970,Válido,11
11900,65,Suplente,JULIANDERSON CARNEIRO GONÇALVES,JUNINHO,M,25/01/1978,Válido,11
11100,1369,Suplente,ELIEL NARCIZO DE OLIVEIRA,ELIEL,M,31/07/1979,Válido,11
11600,3,Suplente,MARINA FELÍCIO LOURENÇO,MARINA,F,30/12/1966,Válido,11
11566,24,Suplente,GENILDA CAETANO,GENILDA CAETANO,F,27/07/1972,Válido,11
11717,8,Suplente,RAQUEL DA SILVA COSTA,RAQUEL DA SILVA,F,31/05/1982,Válido,11
11777,122,Suplente,VASCO FERNANDO COURA BOTELHO,VASCO,M,11/01/1993,Válido,11
11333,11,Suplente,BARBARA CRISTINA AUGUSTO DA SILVA CRUZ,BARBARA PODOLOGA,F,22/09/1977,Válido,11
11555,22,Suplente,GILBERTO MARTINS DE OLIVEIRA,GIL,M,01/09/1971,Válido,11
11677,102,Suplente,EGNER LEMOS,EGNER LEMOS,M,23/06/1966,Válido,11
11500,80,Suplente,JOVANI SCHMITH,JOVANI,M,05/02/1975,Válido,11
11608,26,Suplente,PAULO PEREIRA,PEREIRA,M,12/01/1968,Válido,11
11700,37,Suplente,LUIZ ROCHA PEREIRA,PASTOR LUIZ ROCHA,M,21/03/1963,Válido,11
11444,502,Suplente,JOELBER BRILHANTE,BINGO,M,04/09/1964,Válido,11
11678,1678,Eleito,ROMILDO ALVES DE OLIVEIRA,ROMILDO ALVES,M,15/10/1963,Válido,11
11118,46,Suplente,ROBSON LUIZ PASSOS BRAGA,ROBINHO DJ,M,22/05/1966,Válido,11
11225,52,Suplente,ADRIANO LUIZ DOS SANTOS,ADRIANO ELETRICISTA,M,09/10/1968,Válido,11
11321,187,Suplente,JOÃO NEVES GUSMÃO,LEO GUSMÃO,M,18/01/1969,Válido,11
11888,33,Suplente,ELIANA DOS SANTOS,ELIANA,F,07/11/1970,Válido,11
90200,735,Suplente,ALESSANDRO DE ANDRADE,BEBEZÃO,M,02/12/1977,Válido,90
90300,367,Suplente,SEBASTIÃO RIBEIRO DE SOUZA,SEBASTIAO RIBEIRO SUNGUINHA,M,07/03/1969,Válido,90
90100,106,Suplente,SILVIA MARIA LAMEIRA HANSEN,DRA SILVIA HANSEN,F,01/11/1973,Válido,90
90003,339,Suplente,MARIA CRISTINA MOREIRA CUNHA,CRISTINA APAEANA,F,20/11/1968,Válido,90
90133,86,Suplente,JOSINO RESENDE FILHO,JOSINO,M,13/08/1982,Válido,90
90101,74,Suplente,GILBERTO APARECIDO SILVEIRA MESQUITA,GILBERTO MESQUITA,M,10/10/1967,Válido,90
90999,1543,Suplente,DULCE MENENGUCI RODRIGUES DOS SANTOS,IRMÃ DULCE,F,13/07/1967,Válido,90
90027,967,Suplente,VALDEIR PACHECO DOS SANTOS,PACHECO DO POVO,M,26/08/1987,Válido,90
90789,890,Suplente,ZENILDO SENA DE SILVA,ZENILDO SENA,M,11/04/1977,Válido,90
90456,72,Suplente,DEILA DA SILVA FAGUNDES,LEILA FAGUNDES,F,10/01/1988,Válido,90
90123,2125,Eleito,PAULO ROBERTO DE OLIVEIRA,PAULO FOTO,M,11/04/1969,Válido,90
90111,13,Suplente,MILCA ALVES BARBOZA SOUZA,MILCA ALVES DA SAÚDE,F,30/10/1970,Válido,90
90400,111,Suplente,RAYLANDER BARBOSA FREITAS,RAYLANDER BARBOSA,M,27/04/1992,Válido,90
90777,159,Suplente,RONE DE SOUZA MARTINS,RONE COWBOY,M,08/12/1986,Válido,90
90271,11,Suplente,CARLOS AUGUSTO SIQUEIRA SEPULCRO,CANTOR CARLOS SIQUEIRA,M,21/07/1971,Válido,90
90000,134,Suplente,IVONETE ROCHA DA FONSECA FONTOURA,IVONETE ROCHA,F,12/03/1963,Válido,90
90222,651,Suplente,LUIZ RODRIGUES ANTUNES,LUIZ CEARÁ,M,13/12/1978,Válido,90
90900,2741,Eleito,CLEIDIMAR HELMER SILVA,CLEIDIMAR ALEMÃO,M,04/06/1975,Válido,90
90600,22,Suplente,ADALBERTO CAREGNATO,PROFESSOR ADALBERTO,M,17/03/1964,Válido,90
90800,234,Suplente,JOANDERSON GOMES SILVA,JÔ,M,07/04/1984,Válido,90
12444,52,Suplente,HELENA LOPES DE SOUZA,IRMÃ HELENA,F,05/10/1965,Válido,12
12789,1351,Suplente,ITAMAR ALVES FREIRE,ITAMAR FREIRE,M,11/05/1960,Válido,12
12123,71,Suplente,JHENIFFER PEDROSA DO ROSÁRIO,JHENIFFER PEDROSA,F,12/02/1990,Válido,12
12456,131,Suplente,EMANO DOS SANTOS CARMINATI,EMANO CARMINATI,M,09/09/1975,Válido,12
12012,137,Suplente,ALDAIR FRANCO RIGGIO,ALDAIR FRANCO,M,02/08/1972,Válido,12
12777,4,Suplente,JAEL PEREIRA DA SILVA,DRA JAEL,F,07/04/1978,Válido,12
12345,180,Suplente,ORLANDO BATISTA SOUZA,ORLANDO BATISTA,M,06/10/1978,Válido,12
12127,46,Suplente,MARIANA DA CONCEIÇÃO PINHEIRO PEREIRA,MARIANA DO SEGURO DPVAT,F,07/06/1967,Válido,12
12300,245,Suplente,FÁBIO MENDES DA VITÓRIA,FÁBIO MENDES,M,06/06/1973,Válido,12
12124,26,Suplente,SEBASTIÃO ANTÔNIO RIBEIRO,TIÃOZINHO DOS CORREIOS,M,15/03/1970,Válido,12
12555,40,Suplente,GELSON ANTÔNIO MAIA,GELSON MAIA PORTEIRO,M,10/06/1962,Válido,12
12600,22,Suplente,LUCIMARA MARTINS CAMILO,MARA MARTINS,F,10/01/1994,Válido,12
12021,60,Suplente,IZAEL GONÇALVES DE ARAÚJO,IZAEL ARAÚJO,M,25/08/1971,Válido,12
12222,2657,Eleito,LEO ALEXANDRE COUTINHO DE ALMEIDA,LÉO DO IAPI,M,20/06/1974,Válido,12
12466,16,Suplente,OTÍLIA JOANA DA GRAÇA LAUD STOCKER,OTÍLIA ARTESÃ,F,04/01/1968,Válido,12
12000,80,Suplente,AGUSTINHO BATISTA MACHADO FILHO,AGUSTINHO FILHO,M,23/03/1960,Válido,12
12122,79,Suplente,CARLOS ANDRÉ RIBEIRO,ANDRÉ RIBEIRO,M,29/05/1981,Válido,12
28100,2371,Eleito,SÉRGIO CAMILO GOMES,SÉRGIO CAMILO,M,25/06/1971,Válido,28
28147,230,Suplente,RUTE RODRIGUES ROCHA MENEZES,RUTE MENEZES,F,31/05/1971,Válido,28
28007,440,Suplente,AGNALDO DA SILVA GOES,AGNALDO GOES,M,14/11/1967,Válido,28
28121,677,Suplente,WILSON GOMES DE ANDRADE,WILSON GOMES,M,09/08/1988,Válido,28
28434,0,Suplente,ADONIAS BALDAN,ADONIAS BALDAN,M,28/05/1959,Válido,28
28555,29,Suplente,JURACY FERNANDES TOSTA PEREIRA PINTO,JURACY FERNANDES,F,17/10/1971,Válido,28
28000,844,Suplente,HUDSON FERREIRA DO NASCIMENTO,HUDSON CARECA,M,11/03/1974,Válido,28
28300,8,Suplente,MICHAEL DA SILVA FERREIRA,MICHAEL FERREIRA,M,23/06/1994,Válido,28
28700,36,Suplente,MARIA ROSA DE SOUZA,MARIA ROSA,F,04/03/1973,Válido,28
28800,115,Suplente,DULCINEIA RODRIGUES,TIA DULCE,F,15/06/1974,Válido,28
28380,316,Suplente,ELAINE ALVES DA SILVA,ELAINE KOHLER,F,09/04/1980,Válido,28
28181,200,Suplente,ISAAC DOS SANTOS,ISAAC SANTOS,M,25/03/1957,Válido,28
28133,97,Suplente,JOSÉ VALTER DE ARAUJO SILVA,DR VALTER,M,06/05/1981,Válido,28
28999,32,Suplente,LUCIANO PAGANOTTI DE SOUZA,LUCIANO PAGANOTTI,M,02/02/1974,Válido,28
28222,244,Suplente,DARLAN GONÇALVES DE OLIVEIRA,DARLAN OLIVEIRA,M,02/02/1978,Válido,28
28123,116,Suplente,LUIZ CARLOS RODRIGUES DIAS,LUIZ DIAS,M,21/02/1958,Válido,28
28888,200,Suplente,NILTON SANTOS PORTO JUNIOR,JUNINHO PORTO,M,02/07/1981,Válido,28
28777,179,Suplente,KAIOR ALVES DE ALMEIDA,KAIOR ALVES,M,16/09/1986,Válido,28
28611,39,Suplente,MARIA HELENA MIRANDA,HELENA MIRANDA,F,03/03/1956,Válido,28
28190,2186,Suplente,FABIO BARBOSA DA FONSECA,CABO FONSECA,M,22/12/1984,Válido,28
28360,16,Suplente,LEANDRO CALIXTO DA FONSECA,LEANDRO FONSECA,M,03/02/1984,Válido,28
28010,341,Suplente,MOACIR SOUZA,JUNIOR MOACIR,M,25/09/1973,Válido,28
65777,784,Não eleito,ADEVALDO BRITO DA SILVA,ADEVALDO GRILO,M,18/09/1969,Válido,65
65556,752,Não eleito,AILTON SANTANA MONTEIRO,AILTON MOREIA,M,03/01/1965,Válido,65
65345,88,Não eleito,PAOLA GRACIANI GARCIA,PAOLA GARCIA DA ENFERMAGEM,F,29/07/1981,Válido,65
65567,1385,Não eleito,MARCOS MANOEL DE LYRIO,MARCOS PALINHA,M,07/05/1964,Válido,65
65956,80,Não eleito,FLAVIA DA SILVA ALVES,FLAVIA DA SILVA,F,14/07/1975,Válido,65
65133,19,Não eleito,APARECIDA VICENTE DOS ANJOS,PEDAGOGA APARECIDA,F,13/08/1969,Válido,65
65111,28,Não eleito,VERINA DA PENHA RODRIGUES,VERINA PENHA,F,14/09/1974,Válido,65
65333,46,Não eleito,ANANIAS LEMOS RODRIGUES,ANANIAS RODRIGUES,M,18/12/1981,Válido,65
65005,129,Não eleito,CARLOS ROBERTO SFALSIM,BETÃO SFALSIN,M,28/09/1969,Válido,65
65555,174,Não eleito,LEANDRO MARQUES AMANCIO,LEANDRO MARQUES PASTOR,M,21/10/1974,Válido,65
65234,252,Não eleito,EDINEIA APARECIDA PATROCINIO TORRES OLIVEIRA,EDINEIA TORRES,F,20/08/1976,Válido,65
65513,12,Não eleito,SEBASTIÃO MAPEL DE FARIAS,SEBASTIÃO MAPEL,M,31/08/1959,Válido,65
65252,56,Não eleito,ANDERSON LUIZ MIRANDA BROMENCHENKEL,PROF ANDERSON BROMENCHENKEL,M,29/01/1973,Válido,65
65050,100,Não eleito,ANGELO IVO DA LUZ,ANGELO DO COLCHAO,M,20/06/1965,Válido,65
65000,114,Não eleito,DJALMA RODRIGUES PEREIRA DO PRADO FILHO,DJALMA FILHO,M,30/09/1969,Válido,65
65888,134,Não eleito,VERA LUCIA BATISTA,VERA DA CAVALGADA,F,27/08/1968,Válido,65
65444,295,Não eleito,NILSON AMARAL,NILSON BATÉRA,M,07/02/1971,Válido,65
65153,101,Não eleito,JANE MARA DOS SANTOS ALMEIDA,JANE MARA,F,29/11/1969,Válido,65
65123,146,Não eleito,GLEICY BLANK,GLEICY BLANK,F,10/01/1984,Válido,65
65789,51,Não eleito,ANTONIO MARCOS DE OLIVEIRA DE ABREU SALES,MARQUINHO REI DAS CONCHAS,M,03/09/1971,Válido,65
65222,68,Não eleito,GERALDO MANSOETODE ALMEIDA,GERALDO MARRECO,M,28/12/1959,Válido,65
55377,670,Não eleito,DARCY ALTOÉ,DARCY ALTOÉ,M,24/09/1962,Válido,55
55500,173,Não eleito,CRISTIANO PORTO LOPES,CRISTIANO LOPES,M,19/08/1991,Válido,55
55747,7,Não eleito,MARLENE VENÂNCIO DIAS,MARLENE VENÂNCIO,F,16/07/1973,Válido,55
55147,47,Não eleito,DARDILEY ADRIELLY HACKBARCK PROCESSO,ADRIELLY HACKBARCK,F,07/11/1994,Válido,55
55577,14,Não eleito,ANA MARIA RIBEIRO,ANA MARIA,F,31/07/1972,Válido,55
55123,153,Não eleito,PEDRO ALVES,PEDRO ALVES,M,25/12/1960,Válido,55
55456,7,Não eleito,LEDY ELEN SOLEDADE DOS ANJOS,LEDY ELEN,F,05/07/1983,Válido,55
55678,14,Não eleito,MARCIA BRAGUÍNIA GONÇALVES,MARCIA BRAGUINIA,F,31/08/1964,Válido,55
55110,41,Não eleito,JOÃO BATISTA BRAGANÇA,PASTOR JOÃO BATISTA,M,12/08/1966,Válido,55
55509,66,Não eleito,GEANIMARA CARDOSO COUTINHO DE OLIVEIRA,GEANI MARA,F,10/01/1968,Válido,55
55055,49,Não eleito,BENEDITO CAMPOS,DITO CAMPOS,M,20/05/1951,Válido,55
55455,208,Não eleito,IVANILDO PAIVA DE OLIVEIRA,BUIÚ,M,20/04/1983,Válido,55
55118,208,Não eleito,ELMO LAGE VIANA,ELMO LAGE,M,18/04/1964,Válido,55
55111,156,Não eleito,JOSÉ SANTOS DA SILVA,ZÉ ROBÉRIO,M,28/08/1976,Válido,55
55369,57,Não eleito,EDUARDO VENTURIM BUBACK,EDUARDO BUBACK,M,21/09/1984,Válido,55
55100,611,Não eleito,CLOVIS AFONSO DOS REIS,CLOVIS,M,16/08/1962,Válido,55
55300,542,Não eleito,LEONARDO LEITE PEREIRA,LEONARDO LEITE,M,14/03/1974,Válido,55
55333,114,Não eleito,ADRIANO SEVERIANO BATISTA,ADRIANO,M,24/06/1985,Válido,55
55000,1043,Não eleito,ÉSOJ SALLES DA SILVA LOPES,PROFESSOR ÉSOJ LOPES,M,15/05/1990,Válido,55
55999,503,Não eleito,MOACIR DOS SANTOS,MOACIR DOS SANTOS,M,18/05/1975,Válido,55
55190,29,Não eleito,GORETE BENÍCIA DE OLIVEIRA,GORETE BENÍCIA,F,29/12/1986,Válido,55
20033,50,Não eleito,KLAYSTER LACERDA DOS SANTOS,KLAYSTER LACERDA,M,11/04/1997,Válido,20
20006,190,Não eleito,PATRICIA REGINA SOARES MORAES,PATRICIA MORAES,F,04/11/1968,Válido,20
20345,131,Não eleito,SUSEN CARLA ALVES BAPTISTA,SUSEN CARLA,F,16/12/1970,Válido,20
20100,417,Não eleito,MARCIO LUIZ PIRES,MARCIO PIRES,M,02/03/1967,Válido,20
20114,44,Não eleito,MARCOS JULIO PEREIRA DOS SANTOS,MARCOS JULIO,M,02/04/1975,Válido,20
20300,319,Não eleito,RAFAEL CARDOSO MARTINS,RAFAEL CARDOSO,M,29/03/1989,Válido,20
20020,78,Não eleito,VALQUIRIA OLIVEIRA SAMPAIO,VALQUIRIA A NEGA,F,13/07/1976,Válido,20
20190,501,Não eleito,ARILTON RAPOZO RODRIGUES JUNIOR,RAPOZAO,M,17/11/1970,Válido,20
20180,219,Não eleito,FERNANDO COLLOR FERREIRA NUNES,FERNANDO COLLOR FERREIRA NUNES,M,12/03/1990,Válido,20
20112,29,Não eleito,NEUSDETE MARA TERRA,NEUSDETE MARA TERRA,F,15/05/1975,Válido,20
20777,5,Não eleito,EDSON CAMPOS DE SOUZA,EDSON CAMPOS DE SOUZA,M,07/03/1977,Válido,20
20185,40,Não eleito,GLEICIONE RAMOS SANTOS,CLEICI,F,25/04/1986,Válido,20
20111,385,Não eleito,JOSE CARLOS FERREIRA,CARLINHOS DA OTICA,M,25/04/1969,Válido,20
20233,237,Não eleito,VALDEIR GOMES BUECKER,VALDEIR BUECKER,M,02/09/1967,Válido,20
20500,402,Não eleito,ANDRE CAMPOS TOSTES,ANDRE TOSTES,M,30/08/1979,Válido,20
20888,55,Não eleito,NIVALDO RIBEIRO DA SILVA,NIVALDO CAMINHONEIRO,M,18/04/1960,Válido,20
20007,11,Não eleito,FRANCIELEN OLIMPIO DE SOUZA,FRAN SOUZA,F,24/01/1986,Válido,20
20221,71,Não eleito,EVANILDA FELTZ LENKE,BRANCA,F,20/01/1977,Válido,20
20200,69,Não eleito,VANDERLEI GUERREIRO DE OLIVEIRA,DELEI GUEREIRO,M,04/07/1973,Válido,20
20321,25,Não eleito,ANDERSON LUIS DONATO DOS SANTOS,ANDERSON LOCUTOR DO POVO,M,12/03/1981,Válido,20
20550,24,Não eleito,WILDOMAR JOSE ALVES,TIO BIGODE,M,07/01/1966,Válido,20
20000,170,Não eleito,DULCINEIA BENTO DA GAMA SANTOS,DULCE DE GRAUNA (POSTO SAUDE),F,20/02/1968,Válido,20
